path	node	rank
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Gymnodinium clade;Woloszynskia	Woloszynskia	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Gyrodinium	Gyrodinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Incertae Sedis	Incertae Sedis	family
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Incertae Sedis;Akashiwo	Akashiwo	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Incertae Sedis;Apicoporus	Apicoporus	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Incertae Sedis;Cochlodinium	Cochlodinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Kareniaceae	Kareniaceae	family
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Kareniaceae;Karenia	Karenia	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Kareniaceae;Karlodinium	Karlodinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Kareniaceae;Takayama	Takayama	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Katodinium	Katodinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Moestrupia	Moestrupia	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Ptychodiscus	Ptychodiscus	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Suessiaceae	Suessiaceae	family
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Suessiaceae;Ansanella	Ansanella	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Suessiaceae;Biecheleria	Biecheleria	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Suessiaceae;Pelagodinium	Pelagodinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Suessiaceae;Polarella	Polarella	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Suessiaceae;Protodinium	Protodinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Suessiaceae;Symbiodinium	Symbiodinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Suessiaceae;uncultured	uncultured	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Tovelliaceae	Tovelliaceae	family
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Tovelliaceae;Esoptrodinium	Esoptrodinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;Tovelliaceae;Jadwigia	Jadwigia	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae;uncultured	uncultured	family
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Incertae Sedis	Incertae Sedis	order
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Incertae Sedis;Halostylodinium	Halostylodinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Incertae Sedis;Madanidinium	Madanidinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Incertae Sedis;Sabulodinium	Sabulodinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae	Peridiniphycidae	subclass
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales	Gonyaulacales	order
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Adenoides	Adenoides	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Alexandrium	Alexandrium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Amylax	Amylax	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Azadinium	Azadinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ceratium	Ceratium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ceratocorys	Ceratocorys	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Coolia	Coolia	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Dapsilidinium	Dapsilidinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Fragilidium	Fragilidium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Gambierdiscus	Gambierdiscus	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Goniodoma	Goniodoma	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Gonyaulax	Gonyaulax	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Grammatodinium	Grammatodinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Heterodinium	Heterodinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Lingulodinium	Lingulodinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Neoceratium	Neoceratium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Ostreopsis	Ostreopsis	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Protoceratium	Protoceratium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Pyrocystis	Pyrocystis	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Pyrodinium	Pyrodinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Pyrophacus	Pyrophacus	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Pyxidinopsis	Pyxidinopsis	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;Thecadinium	Thecadinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Gonyaulacales;uncultured	uncultured	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales	Peridiniales	order
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Aduncodinium	Aduncodinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Amphidiniella	Amphidiniella	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Amphidiniopsis	Amphidiniopsis	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Archaeperidinium	Archaeperidinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Balechina	Balechina	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Blixaea	Blixaea	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Crypthecodinium	Crypthecodinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Cystodinium	Cystodinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Diplopsalis	Diplopsalis	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Diplosalis	Diplosalis	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Durinskia	Durinskia	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Galeidinium	Galeidinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Glenodiniopsis	Glenodiniopsis	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Glenodinium	Glenodinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Gotoius	Gotoius	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Herdmania	Herdmania	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Heterocapsa	Heterocapsa	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Islandinium	Islandinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Kryptoperidinium	Kryptoperidinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Niea	Niea	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Peridiniopsis	Peridiniopsis	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Peridinium	Peridinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Preperidinium	Preperidinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Protoperidinium	Protoperidinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Pyramidodinium	Pyramidodinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;Thecate	Thecate	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Peridiniales;uncultured	uncultured	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Podolampadaceae	Podolampadaceae	family
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Podolampadaceae;Lessardia	Lessardia	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Podolampadaceae;Podolampas	Podolampas	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Podolampadaceae;Roscoffia	Roscoffia	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Thoracosphaeraceae	Thoracosphaeraceae	family
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Thoracosphaeraceae;Cryptoperidiniopsis	Cryptoperidiniopsis	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Thoracosphaeraceae;Gloeodinium	Gloeodinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Thoracosphaeraceae;Oodinium	Oodinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Thoracosphaeraceae;Pentapharsodinium	Pentapharsodinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Thoracosphaeraceae;Pfiesteria	Pfiesteria	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Thoracosphaeraceae;Scrippsiella	Scrippsiella	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Thoracosphaeraceae;Stoeckeria	Stoeckeria	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Thoracosphaeraceae;Thoracosphaera	Thoracosphaera	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Thoracosphaeraceae;Tintinnophagus	Tintinnophagus	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae;Thoracosphaeraceae;uncultured	uncultured	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Prorocentrales	Prorocentrales	order
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Prorocentrales;Plagiodinium	Plagiodinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Prorocentrales;Prorocentrum	Prorocentrum	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;uncultured	uncultured	order
Eukaryota;SAR;Alveolata;Dinoflagellata;Incertae Sedis	Incertae Sedis	class
Eukaryota;SAR;Alveolata;Dinoflagellata;Incertae Sedis;Blastodinium	Blastodinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Incertae Sedis;Haplozoon	Haplozoon	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Noctilucales	Noctilucales	order
Eukaryota;SAR;Alveolata;Dinoflagellata;Noctilucales;Abedinium	Abedinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Noctilucales;Noctiluca	Noctiluca	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;Noctilucales;Spatulodinium	Spatulodinium	genus
Eukaryota;SAR;Alveolata;Dinoflagellata;uncultured	uncultured	class
Eukaryota;SAR;Alveolata;Incertae Sedis	Incertae Sedis	phylum
Eukaryota;SAR;Alveolata;Incertae Sedis;Colponema	Colponema	genus
Eukaryota;SAR;Alveolata;Protalveolata	Protalveolata	phylum
Eukaryota;SAR;Alveolata;Protalveolata;Chromerida	Chromerida	class
Eukaryota;SAR;Alveolata;Protalveolata;Chromerida;Chromera	Chromera	genus
Eukaryota;SAR;Alveolata;Protalveolata;Colpodellida	Colpodellida	class
Eukaryota;SAR;Alveolata;Protalveolata;Colpodellida;Colpodella	Colpodella	genus
Eukaryota;SAR;Alveolata;Protalveolata;Incertae Sedis	Incertae Sedis	class
Eukaryota;SAR;Alveolata;Protalveolata;Incertae Sedis;Ellobiopsidae	Ellobiopsidae	order
Eukaryota;SAR;Alveolata;Protalveolata;Incertae Sedis;Ellobiopsidae;Ellobiopsis	Ellobiopsis	genus
Eukaryota;SAR;Alveolata;Protalveolata;Incertae Sedis;Ellobiopsidae;Thalassomyces	Thalassomyces	genus
Eukaryota;SAR;Alveolata;Protalveolata;Incertae Sedis;Ellobiopsidae;uncultured	uncultured	genus
Eukaryota;SAR;Alveolata;Protalveolata;Oxyrrhis	Oxyrrhis	genus
Eukaryota;SAR;Alveolata;Protalveolata;Perkinsidae	Perkinsidae	class
Eukaryota;SAR;Alveolata;Protalveolata;Perkinsidae;A31	A31	order
Eukaryota;SAR;Alveolata;Protalveolata;Perkinsidae;Parvilucifera	Parvilucifera	genus
Eukaryota;SAR;Alveolata;Protalveolata;Perkinsidae;Perkinsus	Perkinsus	genus
Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales	Syndiniales	class
Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Amoebophrya	Amoebophrya	genus
Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Duboscquella	Duboscquella	genus
Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Hematodinium	Hematodinium	genus
Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Syndiniales Group I	Syndiniales Group I	family
Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Syndiniales Group II	Syndiniales Group II	family
Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Syndiniales Group III	Syndiniales Group III	family
Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Syndiniales Group V	Syndiniales Group V	family
Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Syndinium	Syndinium	genus
Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;uncultured	uncultured	genus
Eukaryota;SAR;Alveolata;uncultured	uncultured	phylum
Eukaryota;SAR;Rhizaria	Rhizaria	kingdom
Eukaryota;SAR;Rhizaria;Cercozoa	Cercozoa	phylum
Eukaryota;SAR;Rhizaria;Cercozoa;Ascetosporea	Ascetosporea	class
Eukaryota;SAR;Rhizaria;Cercozoa;Ascetosporea;Haplosporida	Haplosporida	order
Eukaryota;SAR;Rhizaria;Cercozoa;Ascetosporea;Haplosporida;Bonamia	Bonamia	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Ascetosporea;Haplosporida;Haplosporidium	Haplosporidium	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Ascetosporea;Haplosporida;Minchinia	Minchinia	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Ascetosporea;Haplosporida;Urosporidium	Urosporidium	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Ascetosporea;Paradiniidae	Paradiniidae	family
Eukaryota;SAR;Rhizaria;Cercozoa;Ascetosporea;Paradiniidae;Paradinium	Paradinium	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Basal Group T	Basal Group T	order
Eukaryota;SAR;Rhizaria;Cercozoa;Cercomonadidae	Cercomonadidae	class
Eukaryota;SAR;Rhizaria;Cercozoa;Cercomonadidae;Cavernomonas	Cavernomonas	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Cercomonadidae;Cercomonas	Cercomonas	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Cercomonadidae;Eocercomonas	Eocercomonas	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Cercomonadidae;Metabolomonas	Metabolomonas	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Cercomonadidae;Paracercomonas	Paracercomonas	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Cercomonadidae;uncultured	uncultured	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Chlorarachniophyta	Chlorarachniophyta	class
Eukaryota;SAR;Rhizaria;Cercozoa;Chlorarachniophyta;Bigelowiella	Bigelowiella	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Chlorarachniophyta;Chlorarachnion	Chlorarachnion	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Chlorarachniophyta;Gymnochlora	Gymnochlora	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Chlorarachniophyta;Lotharella	Lotharella	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Chlorarachniophyta;Minorisa	Minorisa	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Chlorarachniophyta;NOR26	NOR26	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Chlorarachniophyta;uncultured	uncultured	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Clathrulinidae	Clathrulinidae	class
Eukaryota;SAR;Rhizaria;Cercozoa;Clathrulinidae;Hedriocystis	Hedriocystis	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Cyranomonas	Cyranomonas	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida	Glissomonadida	class
Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida;Allantion	Allantion	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida;Bodomorpha	Bodomorpha	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida;Heteromita	Heteromita	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida;Orciraptor	Orciraptor	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida;Proleptomonas	Proleptomonas	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida;uncultured	uncultured	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida;Viridiraptor	Viridiraptor	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Granofilosea	Granofilosea	class
Eukaryota;SAR;Rhizaria;Cercozoa;Granofilosea;Massisteria	Massisteria	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Gromia	Gromia	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea	Imbricatea	class
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Marimonadida	Marimonadida	order
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Marimonadida;BB01-173	BB01-173	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Marimonadida;NAMAKO-15	NAMAKO-15	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Marimonadida;Pseudopirsonia	Pseudopirsonia	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Novel Clade 3	Novel Clade 3	order
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Nudifila	Nudifila	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea	Silicofilosea	suborder
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida	Euglyphida	family
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida;Assulinidae	Assulinidae	subfamily
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida;Assulinidae;Placocista	Placocista	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida;Cyphoderiidae	Cyphoderiidae	subfamily
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida;Cyphoderiidae;Cyphoderia	Cyphoderia	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida;Euglyphidae	Euglyphidae	subfamily
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida;Euglyphidae;Euglypha	Euglypha	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida;Incertae Sedis	Incertae Sedis	subfamily
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida;Incertae Sedis;Sphenoderia	Sphenoderia	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida;Incertae Sedis;Tracheleuglypha	Tracheleuglypha	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida;Paulinellidae	Paulinellidae	subfamily
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida;Paulinellidae;Paulinella	Paulinella	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida;Trinematidae	Trinematidae	subfamily
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida;Trinematidae;Trinema	Trinema	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida;Trinematidae;uncultured	uncultured	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida;uncultured	uncultured	subfamily
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Thaumatomonadida	Thaumatomonadida	family
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Thaumatomonadida;Peregriniidae	Peregriniidae	subfamily
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Thaumatomonadida;Peregriniidae;CCe	CCe	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Thaumatomonadida;Peregriniidae;D2P04A09	D2P04A09	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Thaumatomonadida;Peregriniidae;Gyromitus	Gyromitus	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Thaumatomonadida;Thaumatomonadidae	Thaumatomonadidae	subfamily
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Thaumatomonadida;Thaumatomonadidae;Allas	Allas	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Thaumatomonadida;Thaumatomonadidae;Thaumatomastix	Thaumatomastix	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Thaumatomonadida;Thaumatomonadidae;Thaumatomonas	Thaumatomonas	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Thaumatomonadida;Thaumatomonadidae;uncultured	uncultured	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Spongomonadida	Spongomonadida	order
Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Spongomonadida;Spongomonas	Spongomonas	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Incertae Sedis	Incertae Sedis	class
Eukaryota;SAR;Rhizaria;Cercozoa;Incertae Sedis;Gymnophrys	Gymnophrys	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Incertae Sedis;Kraken	Kraken	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Incertae Sedis;Reticulamoeba	Reticulamoeba	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Metromonadea	Metromonadea	class
Eukaryota;SAR;Rhizaria;Cercozoa;Metromonadea;Metopion	Metopion	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Metromonadea;Micrometopion	Micrometopion	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Novel Clade 10	Novel Clade 10	class
Eukaryota;SAR;Rhizaria;Cercozoa;Novel Clade 12	Novel Clade 12	class
Eukaryota;SAR;Rhizaria;Cercozoa;Novel Clade 2	Novel Clade 2	class
Eukaryota;SAR;Rhizaria;Cercozoa;Novel Clade 4	Novel Clade 4	class
Eukaryota;SAR;Rhizaria;Cercozoa;Novel Clade Gran-1	Novel Clade Gran-1	class
Eukaryota;SAR;Rhizaria;Cercozoa;Novel Clade Gran-3	Novel Clade Gran-3	class
Eukaryota;SAR;Rhizaria;Cercozoa;Novel Clade Gran-4	Novel Clade Gran-4	class
Eukaryota;SAR;Rhizaria;Cercozoa;Novel Clade Gran-5	Novel Clade Gran-5	class
Eukaryota;SAR;Rhizaria;Cercozoa;Novel Clade Gran-6	Novel Clade Gran-6	class
Eukaryota;SAR;Rhizaria;Cercozoa;Phaeoconchia	Phaeoconchia	class
Eukaryota;SAR;Rhizaria;Cercozoa;Phaeoconchia;Coelodendrum	Coelodendrum	genus
Eukaryota;SAR;Rhizaria;Cercozoa;Phaeocystina	Phaeocystina	class
Eukaryota;SAR;Rhizaria;Cercozoa;Phaeocystina;Aulacantha	Aulacantha	genus
